id,text,sentence,pet,label,category,euph_status,sub-category,pet_wordform,translation,year,notes,pun,label2,label3,notes2,source,lemma_count
345,"""Будь ласка демонтуйте серп і молот <на щиті> в батьківщина мати !!""","""Будь ласка демонтуйте серп і молот <на щиті> в батьківщина мати !!""",щит,0,politics,sometimes_euph,war,на щиті,on the shield (of the Motherland Monument),2022.0,,,,,,,11
346,"""Була звісно й сніжна <дискотека>, а наприкінці кожна дитина отримала подарунки. ""","""Була звісно й сніжна <дискотека>, а наприкінці кожна дитина отримала подарунки. """,дискотека,0,politics,sometimes_euph,war,дискотека,disco,2024.0,,,,,,,376
348,"""В Бєлгороді слово вибух заборонено Interpretation: тому вони кажуть хлопок. Що в перекладі на українську значить <бавовна>""","""В Бєлгороді слово вибух заборонено Interpretation: тому вони кажуть хлопок. Що в перекладі на українську значить <бавовна>""",бавовна,0,politics,sometimes_euph,war,бавовна,cotton,,,,,,,PAWUK 2022,262
349,"""В Бєлгороді слово вибух заборонено Interpretation: тому вони кажуть хлопок. Що в перекладі на українську значить <бавовна>""","""В Бєлгороді слово вибух заборонено Interpretation: тому вони кажуть хлопок. Що в перекладі на українську значить <бавовна>""",бавовна,0,politics,sometimes_euph,war,бавовна,,2022.0,,,,,,,262
351,"""В голові в тебе <бавовна>,це точно!""","""В голові в тебе <бавовна>,це точно!""",бавовна,0,politics,sometimes_euph,war,бавовна,,2023.0,вата,,,,,,262
356,"""В Києві в ресторанах,	<дискотеках>, торговельних центрах повно людей..... ""","""В Києві в ресторанах,	<дискотеках>, торговельних центрах повно людей..... """,дискотека,0,politics,sometimes_euph,war,дискотеках,disco,2025.0,,,,,,,376
362,"""В Одеській області заборонено проведення <дискотек>, святкових заходів, концертів та гучних масових ...""","""В Одеській області заборонено проведення <дискотек>, святкових заходів, концертів та гучних масових ...""",дискотека,0,politics,sometimes_euph,war,дискотек,disco,2022.0,,,,,,,376
363,"""В Одеській області планують вирощувати <бавовну>. Ідеальні природно-кліматичні умови для цієї сільськогосподарської культури склалися в Бессарабії.""","""В Одеській області планують вирощувати <бавовну>. Ідеальні природно-кліматичні умови для цієї сільськогосподарської культури склалися в Бессарабії.""",бавовна,0,politics,sometimes_euph,war,бавовну,,2024.0,рослина,,,,,,262
365,"""в одній кімнаті є в іншій нема а в третій <дискотека> якась""","""в одній кімнаті є в іншій нема а в третій <дискотека> якась""",дискотека,0,politics,sometimes_euph,war,дискотека,unstable voltage,2022.0,,euphemism 2,,1/0,power disruptions,,376
368,"""В окупованому Криму жінка вибачалася на камеру за пісню Вєрки Сердючки на <дискотеці>...""","""В окупованому Криму жінка вибачалася на камеру за пісню Вєрки Сердючки на <дискотеці>...""",дискотека,0,politics,sometimes_euph,war,дискотеці,disco,2023.0,,,,,,,376
370,"""В Полтаві траур, загинули мирні жителі, а в Одесі <дискотеки> з музикою та гуляння

до ранку,як таке може бути? ""","""В Полтаві траур, загинули мирні жителі, а в Одесі <дискотеки> з музикою та гуляння

до ранку,як таке може бути? """,дискотека,0,politics,sometimes_euph,war,дискотеки,disco,2024.0,,,,,,,376
371,"""В радянські часи говорили, що порох потребує високоякісної <бавовни>. Але нині хімія пішла далеко вперед, - акцентує Петро П’ятаков. - Полімери, тобто чиста хімія... Вугілля, нафта — все це менш затратно. І простіше, ніж виростити бавовну”.""","""В радянські часи говорили, що порох потребує високоякісної <бавовни>. Але нині хімія пішла далеко вперед, - акцентує Петро П’ятаков. - Полімери, тобто чиста хімія... Вугілля, нафта — все це менш затратно. І простіше, ніж виростити бавовну”.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2022.0,,,,,,,262
372,"""В радянські часи говорили, що порох потребує високоякісної бавовни. Але нині хімія пішла далеко вперед, - акцентує Петро П’ятаков. - Полімери, тобто чиста хімія... Вугілля, нафта — все це менш затратно. І простіше, ніж виростити <бавовну>”.""","""В радянські часи говорили, що порох потребує високоякісної бавовни. Але нині хімія пішла далеко вперед, - акцентує Петро П’ятаков. - Полімери, тобто чиста хімія... Вугілля, нафта — все це менш затратно. І простіше, ніж виростити <бавовну>”.""",бавовна,0,politics,sometimes_euph,war,бавовну,,2022.0,,,,,,,262
376,"""В секонді можна купити речі з якісної тканини - <бавовна>, віскоза і т.п. А в більшості магазинів одягу - суцільний поліестр""","""В секонді можна купити речі з якісної тканини - <бавовна>, віскоза і т.п. А в більшості магазинів одягу - суцільний поліестр""",бавовна,0,politics,sometimes_euph,war,бавовна,,2023.0,,,,,,,262
377,"""В Тернополі попи ""двіжували"" під час посту, відривалися на <дискотеці>. ""","""В Тернополі попи ""двіжували"" під час посту, відривалися на <дискотеці>. """,дискотека,0,politics,sometimes_euph,war,дискотеці,disco,2022.0,,,,,,,376
379,"""В Узбекистані чоловік облаштовував канали для підведення прісної води до полів <бавовни>, що саме активно закладалися на штучно знесолених ділянках, системи дренажу.""","""В Узбекистані чоловік облаштовував канали для підведення прісної води до полів <бавовни>, що саме активно закладалися на штучно знесолених ділянках, системи дренажу.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2022.0,,,,,,,262
380,"""В Україні ніби не вирощують <бавовну>. Але мабуть треба починати""","""В Україні ніби не вирощують <бавовну>. Але мабуть треба починати""",бавовна,0,politics,sometimes_euph,war,бавовну,,2022.0,,,,,,,262
382,"""В центрі влаштували <дискотеку>, яка техніка таке може витримати??""","""В центрі влаштували <дискотеку>, яка техніка таке може витримати??""",дискотека,0,politics,sometimes_euph,war,дискотеку,power outage,2023.0,,euphemism 2,,1/0,power disruptions?,,376
383,"""в центрі Київа 🧐 колобаранти влаштували <дискотеку> в підтримку ворога 🧐 в історичній святині ....☝️🤔""","""в центрі Київа 🧐 колобаранти влаштували <дискотеку> в підтримку ворога 🧐 в історичній святині ....☝️🤔""",дискотека,0,politics,sometimes_euph,war,дискотеку,rally,2022.0,metaphor,,,,,,376
384,"""В цих дитсадочках є сучасні та повноцінні бомбосховища. Ще до 24 лютого ми проводили в них навчання, як оперативно одягатися і йти у бомбосховище. Тому що це безпека. Тут алгоритм дій <відпрацьовано>, не повинно бути жодних проблем"", — сказав Олександр Симчишин.","""В цих дитсадочках є сучасні та повноцінні бомбосховища. Ще до 24 лютого ми проводили в них навчання, як оперативно одягатися і йти у бомбосховище. Тому що це безпека. Тут алгоритм дій <відпрацьовано>, не повинно бути жодних проблем"", — сказав Олександр Симчишин.",відпрацювати,0,politics,sometimes_euph,war,Відпрацьовано,Refine,,,,,,,PAWUK 2022,20
385,"""В цих дитсадочках є сучасні та повноцінні бомбосховища. Ще до 24 лютого ми проводили в них навчання, як оперативно одягатися і йти у бомбосховище. Тому що це безпека. Тут алгоритм дій <відпрацьовано>, не повинно бути жодних проблем"", — сказав Олександр Симчишин.","""В цих дитсадочках є сучасні та повноцінні бомбосховища. Ще до 24 лютого ми проводили в них навчання, як оперативно одягатися і йти у бомбосховище. Тому що це безпека. Тут алгоритм дій <відпрацьовано>, не повинно бути жодних проблем"", — сказав Олександр Симчишин.",Відпрацювати,0,politics,sometimes_euph,war,Відпрацьовано,Refine,2022.0,,,,,,,152
387,"""Важливо також враховувати матеріал: ковдри з таких тканин, як <бавовна>, можна прати у звичайному циклі прання, тоді як флісові та вовняні вимагають делікатного прання.""","""Важливо також враховувати матеріал: ковдри з таких тканин, як <бавовна>, можна прати у звичайному циклі прання, тоді як флісові та вовняні вимагають делікатного прання.""",бавовна,0,politics,sometimes_euph,war,бавовна,,2023.0,,,,,,,262
390,"""Варто брати такий розмір, щоб у випадку сильних морозів можна було надягнути теплу вовняну шкарпетку і нозі не було тісно. Холод менше проникає до шкіри через прошарок <бавовни> та повітря.""","""Варто брати такий розмір, щоб у випадку сильних морозів можна було надягнути теплу вовняну шкарпетку і нозі не було тісно. Холод менше проникає до шкіри через прошарок <бавовни> та повітря.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2022.0,,,,,,,262
391,"""Варто звернути увагу на те, з якого матеріалу виготовлений виріб. На натуральному виробі повинно бути зазначено в етикетці ""100 <бавовна>"" (100% cotton). Чим щільніший рушник, тим він кращий і довше прослужить.""","""Варто звернути увагу на те, з якого матеріалу виготовлений виріб. На натуральному виробі повинно бути зазначено в етикетці ""100 <бавовна>"" (100% cotton). Чим щільніший рушник, тим він кращий і довше прослужить.""",бавовна,0,politics,sometimes_euph,war,бавовна,,2024.0,,,,,,,262
392,"""Варто обирати одяг з <бавовни>, льону і шовку.""","""Варто обирати одяг з <бавовни>, льону і шовку.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2023.0,,,,,,,262
393,"""Варто створити своє, оригінальне: <дискотеку>-комедію.""","""Варто створити своє, оригінальне: <дискотеку>-комедію.""",дискотека,0,politics,sometimes_euph,war,дискотеку,disco,2023.0,,,,,,,376
396,"""Ваша розкішна ваза і <бавовна> милують око ❤ А вам подяка за добрі новини😂""","""Ваша розкішна ваза і <бавовна> милують око ❤ А вам подяка за добрі новини😂""",бавовна,0,politics,sometimes_euph,war,бавовна,,2023.0,символ,0.1,,,,,262
397,"""ведуча не на <дискотеку> прийшла, можна і прикритися.""","""ведуча не на <дискотеку> прийшла, можна і прикритися.""",дискотека,0,politics,sometimes_euph,war,дискотеку,disco,2022.0,,,,,,,376
405,"""Ви з тих цивільних, що бісяться з жиру на  <дискотеках> Києва та Одеси?""","""Ви з тих цивільних, що бісяться з жиру на  <дискотеках> Києва та Одеси?""",дискотека,0,politics,sometimes_euph,war,дискотеках,disco,2023.0,,,,,,,376
406,"""Ви можете взяти кальциновану соду, адже у ній міститься найбільше лугу та вона найефективніша. Добре вона впорається і з жирними плямами, і з накипом у пральній машинці. Втім, її можна використовувати тільки для <бавовни> та льону. Натомість шовк, вовну та дитячі речі прати із содою не варто.""","""Ви можете взяти кальциновану соду, адже у ній міститься найбільше лугу та вона найефективніша. Добре вона впорається і з жирними плямами, і з накипом у пральній машинці. Втім, її можна використовувати тільки для <бавовни> та льону. Натомість шовк, вовну та дитячі речі прати із содою не варто.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2024.0,,,,,,,262
407,"""Ви належитe до тих людей, яким всеодно, танці відпочинок, <дискотека> і одяг ! СОРОМ😡""","""Ви належитe до тих людей, яким всеодно, танці відпочинок, <дискотека> і одяг ! СОРОМ😡""",дискотека,0,politics,sometimes_euph,war,дискотека,disco,2023.0,,,,,,,376
408,"""Ви перебуваєте наче на <дискотеці>, час минає непомітно. ""","""Ви перебуваєте наче на <дискотеці>, час минає непомітно. """,дискотека,0,politics,sometimes_euph,war,дискотеці,disco,2022.0,,,,,,,376
410,"""Вибачте за питання, а у нас в одних   <дискотека> була електрична? 😅""","""Вибачте за питання, а у нас в одних   <дискотека> була електрична? 😅""",дискотека,0,politics,sometimes_euph,war,дискотека,power outage,2022.0,,euphemism 2,,1/0,power disruptions,,376
411,"""Вибирайте взуття з дихаючих матеріалів, таких як натуральна шкіра, текстиль, <бавовна> або замша. Синтетичні матеріали можуть не забезпечувати належної вентиляції, що може призвести до надмірного потовиділення і дискомфорту.""","""Вибирайте взуття з дихаючих матеріалів, таких як натуральна шкіра, текстиль, <бавовна> або замша. Синтетичні матеріали можуть не забезпечувати належної вентиляції, що може призвести до надмірного потовиділення і дискомфорту.""",бавовна,0,politics,sometimes_euph,war,бавовна,,2024.0,,,,,,,262
412,"""Вибір матеріалів для дитячої постільної білизни є одним із першочергових рішень. Органічна <бавовна> – відмінний вибір, тому що він м'який, дихаючий та гіпоалергенний.""","""Вибір матеріалів для дитячої постільної білизни є одним із першочергових рішень. Органічна <бавовна> – відмінний вибір, тому що він м'який, дихаючий та гіпоалергенний.""",бавовна,0,politics,sometimes_euph,war,бавовна,,2024.0,,,,,,,262
421,"""Виженіть звукорежисера з роботи на фронт, або десь робити <дискотеку> в клубі. ""","""Виженіть звукорежисера з роботи на фронт, або десь робити <дискотеку> в клубі. """,дискотека,0,politics,sometimes_euph,war,дискотеку,disco,2022.0,,,,,,,376
422,"""вимкнули б на день, відремонтували б нормально, а не кожного дня ця <дискотека>""","""вимкнули б на день, відремонтували б нормально, а не кожного дня ця <дискотека>""",дискотека,0,politics,sometimes_euph,war,дискотека,unstable voltage,2022.0,,euphemism 2,,1/0,power disruptions,,376
423,"""Випускають окремо моделі для іригаторів, грейдерів, екскаватора, збирачів <бавовни> та інших спеціалізованих або універсальних машин.""","""Випускають окремо моделі для іригаторів, грейдерів, екскаватора, збирачів <бавовни> та інших спеціалізованих або універсальних машин.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2024.0,"квітка, не тканина",,,,,,262
424,"""Випускний. 4 клас. Всі в сукнях, нарядні, якийсь солодкий стіл, <дискотека>… ""","""Випускний. 4 клас. Всі в сукнях, нарядні, якийсь солодкий стіл, <дискотека>… """,дискотека,0,politics,sometimes_euph,war,дискотека,disco,2023.0,,,,,,,376
425,"""вирішила зізнатися в тому, що саме вона принесла наркотики на        <дискотеку>, а не Оксана😢""","""вирішила зізнатися в тому, що саме вона принесла наркотики на        <дискотеку>, а не Оксана😢""",дискотека,0,politics,sometimes_euph,war,дискотеку,disco,2024.0,,,,,,,376
426,"""Вироби з американської <бавовни> дорожчі. Але вони й довше служать. На форму гаманців надихнула культура Японії та Китаю.""","""Вироби з американської <бавовни> дорожчі. Але вони й довше служать. На форму гаманців надихнула культура Японії та Китаю.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2023.0,,,,,,,262
427,"""Виробництво оснащене професійним обладнанням, що дозволяє наносити зображення на будь-які вироби із <бавовни>, поліестеру та сумішевих тканин, а також на предмети із пластику, скла та металу.""","""Виробництво оснащене професійним обладнанням, що дозволяє наносити зображення на будь-які вироби із <бавовни>, поліестеру та сумішевих тканин, а також на предмети із пластику, скла та металу.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2023.0,,,,,,,262
431,"""Від заздрощів до Бубочки тік-токерний херой Кадиров заскавучив, і вирвав всю <бавовну> зі своєї бороди та своєї...""","""Від заздрощів до Бубочки тік-токерний херой Кадиров заскавучив, і вирвав всю <бавовну> зі своєї бороди та своєї...""",бавовна,0,politics,sometimes_euph,war,бавовну,,2022.0,не тканина,,,,,,262
432,"""Від самого пуху алергії немає. Це целюлоза. Це практично чиста <бавовна>.""","""Від самого пуху алергії немає. Це целюлоза. Це практично чиста <бавовна>.""",бавовна,0,politics,sometimes_euph,war,бавовна,,2024.0,сировина,,,,,,262
433,"""Відділення привітало так гарно, і інтерни, і друзі, і пацієнти. Купа квітів і подарунків. Букет з <бавовною>""","""Відділення привітало так гарно, і інтерни, і друзі, і пацієнти. Купа квітів і подарунків. Букет з <бавовною>""",бавовна,0,politics,sometimes_euph,war,бавовною,,2023.0,квітка,,,,,,262
434,"""Відома у колах любителів курортних романів <дискотека> в пансіонаті ім. Т. Г. Шевченка» з

 початку війни не працює""","""Відома у колах любителів курортних романів <дискотека> в пансіонаті ім. Т. Г. Шевченка» з

 початку війни не працює""",дискотека,0,politics,sometimes_euph,war,дискотека,disco,2022.0,,,,,,,376
443,"""Візьміть вафельний або інший рушник зі щільної <бавовни>, загорніть пучок зелені і трохи змочіть, щоб тканина була вологою.""","""Візьміть вафельний або інший рушник зі щільної <бавовни>, загорніть пучок зелені і трохи змочіть, щоб тканина була вологою.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2024.0,,,,,,,262
444,"""Війна в Україні спричинить ""найбільший товарний шок"" з 1970-х років, попереджає Світовий банк. У своєму новому звіті він прогнозує, що створені конфліктом збої сприятимуть величезному

 зростанню цін на товари - від природного газу до пшениці та <бавовни>.""","""Війна в Україні спричинить ""найбільший товарний шок"" з 1970-х років, попереджає Світовий банк. У своєму новому звіті він прогнозує, що створені конфліктом збої сприятимуть величезному

 зростанню цін на товари - від природного газу до пшениці та <бавовни>.""",бавовна,0,politics,sometimes_euph,war,бавовни,cotton,,,,,,,PAWUK 2022,262
445,"""Війна в Україні спричинить ""найбільший товарний шок"" з 1970-х років, попереджає Світовий банк. У своєму новому звіті він прогнозує, що створені конфліктом збої сприятимуть величезному

 зростанню цін на товари - від природного газу до пшениці та <бавовни>.""","""Війна в Україні спричинить ""найбільший товарний шок"" з 1970-х років, попереджає Світовий банк. У своєму новому звіті він прогнозує, що створені конфліктом збої сприятимуть величезному

 зростанню цін на товари - від природного газу до пшениці та <бавовни>.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2022.0,,,,,,,262
446,"""Війна??? То чому бидло по <дискотеках> скаче? Де мобілізація?""","""Війна??? То чому бидло по <дискотеках> скаче? Де мобілізація?""",дискотека,0,politics,sometimes_euph,war,дискотеках,disco,2023.0,,,,,,,376
449,"""Військові заводи Росії купують в Узбекистану <бавовну>, потрібну їм для виробництва пороху та снарядів. Його продає низка компаній, і одна з них має офіс у Варшаві, пише BBC.""","""Військові заводи Росії купують в Узбекистану <бавовну>, потрібну їм для виробництва пороху та снарядів. Його продає низка компаній, і одна з них має офіс у Варшаві, пише BBC.""",бавовна,0,politics,sometimes_euph,war,бавовну,,2024.0,,,,,,,262
451,"""Він був п'яним з другом на   <дискотеці>, вони доколупалися до однієї компанії...""","""Він був п'яним з другом на   <дискотеці>, вони доколупалися до однієї компанії...""",дискотека,0,politics,sometimes_euph,war,дискотеці,disco,2025.0,,,,,,,376
453,"""Він завжди хотів вчитися, коли інші біжать на  <дискотеку>. Діма ж сидів і вчився. ""","""Він завжди хотів вчитися, коли інші біжать на  <дискотеку>. Діма ж сидів і вчився. """,дискотека,0,politics,sometimes_euph,war,дискотеку,disco,2022.0,,,,,,,376
456,"""Вітаю. Що за	<дискотека> у 12 групи на Роші? Вітер дроти коротить?""","""Вітаю. Що за	<дискотека> у 12 групи на Роші? Вітер дроти коротить?""",дискотека,0,politics,sometimes_euph,war,дискотека,short circuit,2025.0,,euphemism 2,,1/0,,,376
458,"""Владі не є легко, війна не <дискотека>, як можна і далі требувати? ""","""Владі не є легко, війна не <дискотека>, як можна і далі требувати? """,дискотека,0,politics,sometimes_euph,war,дискотека,disco,2022.0,,,,,,,376
459,"""Влітку рекомендують носити саме натуральні тканини, такі як <бавовна> або льон.""","""Влітку рекомендують носити саме натуральні тканини, такі як <бавовна> або льон.""",бавовна,0,politics,sometimes_euph,war,бавовна,,2023.0,,,,,,,262
468,"""Волонтери будуть вдячні за натуральну, не синтетичну тканину (<бавовна>, трикотаж, льон).""","""Волонтери будуть вдячні за натуральну, не синтетичну тканину (<бавовна>, трикотаж, льон).""",бавовна,0,politics,sometimes_euph,war,бавовна,,2023.0,,,,,,,262
469,"""Волонтерити і підіймати економіку можна і без	<дискотек>. Це не на часі.""","""Волонтерити і підіймати економіку можна і без	<дискотек>. Це не на часі.""",дискотека,0,politics,sometimes_euph,war,дискотек,disco,2022.0,,,,,,,376
470,"""Волосся співачка зібрала у елегантний пучок. Особливими атрибутом до образу Даші стала гілочка <бавовни>, яка для українців за час війни набула символічного значення.""","""Волосся співачка зібрала у елегантний пучок. Особливими атрибутом до образу Даші стала гілочка <бавовни>, яка для українців за час війни набула символічного значення.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2023.0,символ,0.1,,,,,262
471,"""Вона з хлопцями не зустрічалася, на <дискотеки> не ходила... ""","""Вона з хлопцями не зустрічалася, на <дискотеки> не ходила... """,дискотека,0,politics,sometimes_euph,war,дискотеки,disco,2022.0,,,,,,,376
472,"""Вона зазначила, що при виборі суконь для спекотного сезону важливо особливу увагу звертати на склад тканин. Саме тому у представленій добірці багато речей з льону, мусліну, тонкої <бавовни> та віскози.""","""Вона зазначила, що при виборі суконь для спекотного сезону важливо особливу увагу звертати на склад тканин. Саме тому у представленій добірці багато речей з льону, мусліну, тонкої <бавовни> та віскози.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2023.0,,,,,,,262
473,"""Вона заснула, а потім посеред ночі прокинулася і вирішила, що настав час робити <дискотеку> на ліжку...""","""Вона заснула, а потім посеред ночі прокинулася і вирішила, що настав час робити <дискотеку> на ліжку...""",дискотека,0,politics,sometimes_euph,war,дискотеку,noise,2022.0,metaphor,?,,1/0,noise,,376
474,"""Вона зізнається, що це заощадило їй купу часу та змусило замислитися над тим, скільки одягу опиняється на сміттєзвалищах, скільки води використовується для виробництва <бавовни>, і над тим, що люди не знають, наскільки етично вироблений одяг купують.""","""Вона зізнається, що це заощадило їй купу часу та змусило замислитися над тим, скільки одягу опиняється на сміттєзвалищах, скільки води використовується для виробництва <бавовни>, і над тим, що люди не знають, наскільки етично вироблений одяг купують.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2024.0,,,,,,,262
477,"""Вони є окупантами, які під керуванням кацапського царя заселили землі знищеного черкеського народу. Там зараз така <бавовна> в головах, що нам і не снилося. Подивіться наприклад на їх оперну зірку Анну Нетребко з Краснодару.""","""Вони є окупантами, які під керуванням кацапського царя заселили землі знищеного черкеського народу. Там зараз така <бавовна> в головах, що нам і не снилося. Подивіться наприклад на їх оперну зірку Анну Нетребко з Краснодару.""",бавовна,0,politics,sometimes_euph,war,бавовна,,2024.0,ідіома,,,,,,262
481,"""ВОНИ ЩЕ ДО ВІЙНИ ТАК ,,ПРАЦЮВАЛИ""!! <ДИСКОТЕКА> В ХАТІ-СВІТЛО МИГОТІЛО!!""","""ВОНИ ЩЕ ДО ВІЙНИ ТАК ,,ПРАЦЮВАЛИ""!! <ДИСКОТЕКА> В ХАТІ-СВІТЛО МИГОТІЛО!!""",дискотека,0,politics,sometimes_euph,war,дискотека,unstable voltage,2022.0,,euphemism 2,,1/0,power disruptions,,376
485,"""ВОЮЮТЬ,А ПОЛОВИНА МУЖИКІВ СИДЯТБ В БАРАХ І НА <ДИСКОТЕКАХ>""","""ВОЮЮТЬ,А ПОЛОВИНА МУЖИКІВ СИДЯТБ В БАРАХ І НА <ДИСКОТЕКАХ>""",дискотека,0,politics,sometimes_euph,war,дискотеках,disco,2022.0,,,,,,,376
489,"""Вразила тибетська <дискотека>.""","""Вразила тибетська <дискотека>.""",дискотека,0,politics,sometimes_euph,war,дискотека,folk dance,2024.0,metaphor,,,,,,376
494,"""все, що зараз відбувається, схоже на створення імперії з фільмів <зоряні війни>. там теж один клятий ситх прибрав всю владу в свої руки і проголосив себе імператором"".

","""все, що зараз відбувається, схоже на створення імперії з фільмів <зоряні війни>. там теж один клятий ситх прибрав всю владу в свої руки і проголосив себе імператором"".

",зоряні війни,0,politics,sometimes_euph,war,зоряні війни,star wars,,,,,,,PAWUK 2022,25
495,"""все, що зараз відбувається, схоже на створення імперії з фільмів <зоряні війни>. там теж один клятий ситх прибрав всю владу в свої руки і проголосив себе імператором"".

","""все, що зараз відбувається, схоже на створення імперії з фільмів <зоряні війни>. там теж один клятий ситх прибрав всю владу в свої руки і проголосив себе імператором"".

",зоряні війни,0,politics,sometimes_euph,war,зоряні війни,,2022.0,,,,,,,25
496,"""Всесвітній день <бавовни>. Це свято започаткувала ООН, щоб вирізнити бавовну як унікальне волокно. Та для українців бавовна має особливе значення – багато хто називає її національним мемом.""","""Всесвітній день <бавовни>. Це свято започаткувала ООН, щоб вирізнити бавовну як унікальне волокно. Та для українців бавовна має особливе значення – багато хто називає її національним мемом.""",бавовна,0,politics,sometimes_euph,war,бавовни,,2023.0,,,,,,,262
497,"""Всесвітній день бавовни. Це свято започаткувала ООН, щоб вирізнити бавовну як унікальне волокно. Та для українців <бавовна> має особливе значення – багато хто називає її національним мемом.""","""Всесвітній день бавовни. Це свято започаткувала ООН, щоб вирізнити бавовну як унікальне волокно. Та для українців <бавовна> має особливе значення – багато хто називає її національним мемом.""",бавовна,0,politics,sometimes_euph,war,бавовна,,2023.0,символ,0.1,,,,,262
498,"""Всіх з <дискотеки> мити казарми,це не знівелює,не триндіть""","""Всіх з <дискотеки> мити казарми,це не знівелює,не триндіть""",дискотека,0,politics,sometimes_euph,war,дискотеки,disco,2023.0,,,,,,,376
502,"""Втрати <бавовни> можуть завдати шкоди найбільшому експорту країни, текстилю та одягу, який приносив понад 20 мільярдів доларів щорічно в останні роки. ""","""Втрати <бавовни> можуть завдати шкоди найбільшому експорту країни, текстилю та одягу, який приносив понад 20 мільярдів доларів щорічно в останні роки. """,бавовна,0,politics,sometimes_euph,war,бавовни,,2022.0,,,,,,,262
503,"""Вул Шевченка - така <дискотека> і на Ярослава Мудрого, Львівавтодор попередили""","""Вул Шевченка - така <дискотека> і на Ярослава Мудрого, Львівавтодор попередили""",дискотека,0,politics,sometimes_euph,war,дискотека,color music,2023.0,,,,,,,376
505,"""ГАНЬБА вам і тим, хто гуляє вечорами на <дискотеці> в барах... ""","""ГАНЬБА вам і тим, хто гуляє вечорами на <дискотеці> в барах... """,дискотека,0,politics,sometimes_euph,war,дискотеці,disco,2023.0,,,,,,,376
510,"""Генеральний директор Meta Марк Цукерберг поділився, як запалював на <дискотеці> з дружиною""

","""Генеральний директор Meta Марк Цукерберг поділився, як запалював на <дискотеці> з дружиною""

",дискотека,0,politics,sometimes_euph,war,дискотеці,disco,2024.0,,,,,,,376
521,"""давайте заробляти чесно на тачки, подорожі, книжки, <дискотеки>""","""давайте заробляти чесно на тачки, подорожі, книжки, <дискотеки>""",дискотека,0,politics,sometimes_euph,war,дискотеки,disco,2025.0,,,,,,,376
524,"""Далі публіка розважалася <дискотекою>, а музиканти у променях слави вирушили святкувати виступ...""

","""Далі публіка розважалася <дискотекою>, а музиканти у променях слави вирушили святкувати виступ...""

",дискотека,0,politics,sometimes_euph,war,дискотекою,disco,2024.0,,,,,,,376
525,"""ДБР мабуть ходить на <дискотеку> у Києві, по знову відчинених клубах , розважальних центрах!""","""ДБР мабуть ходить на <дискотеку> у Києві, по знову відчинених клубах , розважальних центрах!""",дискотека,0,politics,sometimes_euph,war,дискотеку,disco,2022.0,,,,,,,376
527,"""Де тепер я буду робити вечірки з <дискотеками> і включати всі ті пісні?( ""","""Де тепер я буду робити вечірки з <дискотеками> і включати всі ті пісні?( """,дискотека,0,politics,sometimes_euph,war,дискотеками,disco,2022.0,,,,,,,376
529,"""Деякі мобільні групи ППО, які ми забезпечили, вже збили ворожі гвинтокрили й літаки, а також крилаті ракети. Вартість одного літака – приблизно 50 мільйон доларів, вартість одного пікапа, який <відпрацював> – 26 тисяч доларів"", – наголосив Римарук. За його словами, перевага нових авто ще й у тому, що перші 50 тисяч кілометрів водій фактично не буде зазирати під капот до двигуна.","""Деякі мобільні групи ППО, які ми забезпечили, вже збили ворожі гвинтокрили й літаки, а також крилаті ракети. Вартість одного літака – приблизно 50 мільйон доларів, вартість одного пікапа, який <відпрацював> – 26 тисяч доларів"", – наголосив Римарук. За його словами, перевага нових авто ще й у тому, що перші 50 тисяч кілометрів водій фактично не буде зазирати під капот до двигуна.",Відпрацювати,0,politics,sometimes_euph,war,Відпрацював,Work off,2023.0,,,,,,,152
530,"""Джаз у «Сквоті», культовий український горор «Оберіг» у Kino42, <дискотека> 2000-х...""","""Джаз у «Сквоті», культовий український горор «Оберіг» у Kino42, <дискотека> 2000-х...""",дискотека,0,politics,sometimes_euph,war,дискотека,disco,2022.0,,,,,,,376
