ID,Unnamed: 0,EUPH_STATUS,left-hand context (one sentence),main sentence,right-hand context (one sentence),source,PET,PET lemmatised,literal translation,non-euph equivalent,non-euph equivalent translation,category,A,J,U,W,majority label,LABEL,TEXT
2083,2082,sometimes_euph,"W każdym razie, już jako nastolatek miałem przeczucie, że te słowa Pawła były związane z seksualnością, to była moja osobista pawłowa egzegeza, nigdy niepotwierdzona, ponieważ w Kościele nigdy nie można było dyskutować na temat podobnej hipotezy, pod żadnym pozorem.","W istocie Kościół zawsze potwierdzał, że ten [PET_BOUNDARY]ustęp[PET_BOUNDARY] jest niejasny i podlega różnym interpretacjom.","Z drugiej strony jako młody adept sztuki wiary zastanawiałem się, czy mogło mieć jakikolwiek sens jednoznaczne wykazanie, czym był oścień, który dręczył Pawła?",KWJP,ustęp,ustęp,section/paragraph,-,-,physiology,0,0,X,0,0.0,0.0,"W każdym razie, już jako nastolatek miałem przeczucie, że te słowa Pawła były związane z seksualnością, to była moja osobista pawłowa egzegeza, nigdy niepotwierdzona, ponieważ w Kościele nigdy nie można było dyskutować na temat podobnej hipotezy, pod żadnym pozorem. W istocie Kościół zawsze potwierdzał, że ten [PET_BOUNDARY]ustęp[PET_BOUNDARY] jest niejasny i podlega różnym interpretacjom. Z drugiej strony jako młody adept sztuki wiary zastanawiałem się, czy mogło mieć jakikolwiek sens jednoznaczne wykazanie, czym był oścień, który dręczył Pawła?"
657,656,sometimes_euph,"Jak pisze Janion, króluje w niej Polonia z romantycznych wyobrażeń – skuta łańcuchami, dręczona przez obcych lub wręcz ukrzyżowana.",Tymczasem [PET_BOUNDARY]męskość[PET_BOUNDARY] jej obrońców jest wiecznie zagrożona utratą mocy.,"Według Ostrowskiej historia polskiego „kryzysu męskości” sięga rozbiorów, trwa więc ponad dwieście lat.",NKJP300,męskość,męskość,masculinity,-,-,sex,0,0,0,0,0.0,0.0,"Jak pisze Janion, króluje w niej Polonia z romantycznych wyobrażeń – skuta łańcuchami, dręczona przez obcych lub wręcz ukrzyżowana. Tymczasem [PET_BOUNDARY]męskość[PET_BOUNDARY] jej obrońców jest wiecznie zagrożona utratą mocy. Według Ostrowskiej historia polskiego „kryzysu męskości” sięga rozbiorów, trwa więc ponad dwieście lat."
799,798,sometimes_euph,"Funkcjonariusze przekonywali je, że ich kolegom nie można niczego udowodnić.","Rzucali [PET_BOUNDARY]niedwuznaczne propozycje[PET_BOUNDARY]: ""Może z nami też byście poszły?"".","Podczas przesłuchania zapytano Krystynę, który z gwałcicieli najbardziej się jej podobał; Elżbieta słyszała, jak po obdukcji policjanci pytali lekarza: ""I co, spuścił się? ""; Anna, która przyszła na komisariat prosto z ciemnej ulicy, gdzie zmagała się z gwałcicielem (...).",NKJP300,niedwuznaczne propozycje,niedwuznaczna propozycja,unambiguous offer,propozycja seksu,an offer to have sex,sex,1,1,1,1,1.0,1.0,"Funkcjonariusze przekonywali je, że ich kolegom nie można niczego udowodnić. Rzucali [PET_BOUNDARY]niedwuznaczne propozycje[PET_BOUNDARY]: ""Może z nami też byście poszły?"". Podczas przesłuchania zapytano Krystynę, który z gwałcicieli najbardziej się jej podobał; Elżbieta słyszała, jak po obdukcji policjanci pytali lekarza: ""I co, spuścił się? ""; Anna, która przyszła na komisariat prosto z ciemnej ulicy, gdzie zmagała się z gwałcicielem (...)."
1543,1542,sometimes_euph,"Dachów nie widać, chałupy tu były, może się zapadły.","Czeka na mnie kura, stoi na środku drogi, starutka i chudziutka, o wyskubanym przez psa [PET_BOUNDARY]kuprze[PET_BOUNDARY], nadal ufna – podchodzi, puszczając ciekawskie oko, w tym spojrzeniu posłanym mi z profilu odkrywam dobroć tego gatunku.","Stoimy tak razem, podpatrując się bacznie, dopóki samochód nie rozgoni nas na dwie różne strony drogi.",KWJP,kuprze,kuper,rump,-,-,body parts,0,X,0,1,0.0,0.0,"Dachów nie widać, chałupy tu były, może się zapadły. Czeka na mnie kura, stoi na środku drogi, starutka i chudziutka, o wyskubanym przez psa [PET_BOUNDARY]kuprze[PET_BOUNDARY], nadal ufna – podchodzi, puszczając ciekawskie oko, w tym spojrzeniu posłanym mi z profilu odkrywam dobroć tego gatunku. Stoimy tak razem, podpatrując się bacznie, dopóki samochód nie rozgoni nas na dwie różne strony drogi."
880,879,sometimes_euph,"Najwcześniej, pod koniec lipca i w sierpniu, odlecą od nas jerzyki.","Ptaki te właściwie wszystko robią w locie: jedzą, piją i [PET_BOUNDARY]kochają się[PET_BOUNDARY].","Muszą odlecieć tak wcześnie, ponieważ wraz z nadejściem jesieni zaczyna brakować owadów, które te ptaki chwytają w powietrzu.",NKJP300,kochają się,kochać się,to love,uprawiać seks,to have sex,sex,1,1,1,1,1.0,1.0,"Najwcześniej, pod koniec lipca i w sierpniu, odlecą od nas jerzyki. Ptaki te właściwie wszystko robią w locie: jedzą, piją i [PET_BOUNDARY]kochają się[PET_BOUNDARY]. Muszą odlecieć tak wcześnie, ponieważ wraz z nadejściem jesieni zaczyna brakować owadów, które te ptaki chwytają w powietrzu."
751,750,sometimes_euph,Tureckie dywany i arabskie kobierce.,"A wśród tych dzieł sztuki jego wysportowana, mleczna córka z tępym bykiem, który jedyne, co potrafi, to zwalić się pomiędzy jej [PET_BOUNDARY]rozłożone nogi[PET_BOUNDARY].",Rühtgard palił cygaro i przechadzał się po mieszkaniu.,NKJP300,rozłożone nogi,rozłożyć nogi,spread one's legs,-,-,sex,1,1,1,1,1.0,1.0,"Tureckie dywany i arabskie kobierce. A wśród tych dzieł sztuki jego wysportowana, mleczna córka z tępym bykiem, który jedyne, co potrafi, to zwalić się pomiędzy jej [PET_BOUNDARY]rozłożone nogi[PET_BOUNDARY]. Rühtgard palił cygaro i przechadzał się po mieszkaniu."
1882,1881,sometimes_euph,"Tam jest zupełnie inny klimat, zdecydowanie cieplej niż u nas.","Pamiętam, że w ubiegłym roku w drugim dniu pobytu chłopcy [PET_BOUNDARY]czuli się nie najlepiej[PET_BOUNDARY].","Teraz będzie więcej czasu na aklimatyzację — zauważa Andrzej Kowal, szkoleniowiec rzeszowian.",KWJP,czuli się nie najlepiej,czuć (się) nie najlepiej,feel not great,-,-,illness,X,0,1,0,0.0,0.0,"Tam jest zupełnie inny klimat, zdecydowanie cieplej niż u nas. Pamiętam, że w ubiegłym roku w drugim dniu pobytu chłopcy [PET_BOUNDARY]czuli się nie najlepiej[PET_BOUNDARY]. Teraz będzie więcej czasu na aklimatyzację — zauważa Andrzej Kowal, szkoleniowiec rzeszowian."
2288,2287,sometimes_euph,Chociażby miał to być film z dwiema kobietami uprawiającymi seks.,"I sprawdzić ze sobą, czy czuję się [PET_BOUNDARY]pobudzona[PET_BOUNDARY], czy też moja głowa mnie hamuje.","A jeśli tak, to z jakiego powodu?",KWJP,pobudzona,pobudzony,hyped up,gotowy do stosunku płciowego,ready for sexual intercouse,sex,1,1,1,X,1.0,1.0,"Chociażby miał to być film z dwiema kobietami uprawiającymi seks. I sprawdzić ze sobą, czy czuję się [PET_BOUNDARY]pobudzona[PET_BOUNDARY], czy też moja głowa mnie hamuje. A jeśli tak, to z jakiego powodu?"
849,848,sometimes_euph,"(...) establishmentu w czasach Tuska i biesiadował z tuzami Platformy, wystarczy, by w partii Kaczyńskiego wybuchł najpoważniejszy kryzys od czasu wyborów.",Knajpiany tekst Morawieckiego o „zapierdalaniu za [PET_BOUNDARY]miskę ryżu[PET_BOUNDARY]” robi furorę i czyni z premiera (w powszechnym odbiorze) strasznego cynika.,"Nie szkodzi, że jest odczytywane wbrew faktycznemu kontekstowi nagranej rozmowy (Morawieckiemu chodziło o (...).",KWJP,miskę ryżu,miska ryżu,a bowl of rice,mało pieniędzy,little money,money,1,1,1,1,1.0,1.0,"(...) establishmentu w czasach Tuska i biesiadował z tuzami Platformy, wystarczy, by w partii Kaczyńskiego wybuchł najpoważniejszy kryzys od czasu wyborów. Knajpiany tekst Morawieckiego o „zapierdalaniu za [PET_BOUNDARY]miskę ryżu[PET_BOUNDARY]” robi furorę i czyni z premiera (w powszechnym odbiorze) strasznego cynika. Nie szkodzi, że jest odczytywane wbrew faktycznemu kontekstowi nagranej rozmowy (Morawieckiemu chodziło o (...)."
1943,1942,sometimes_euph,"Okazuje się, że produkty oczyszczania ścieków nowoczesnymi metodami nadają się do produkcji nawozów, co cieszy zwolenników recyklingu i wtórnego wykorzystywania odpadów.","Przeciwnicy takich nawozów ostrzegają natomiast przed metalami ciężkimi, bo wiadomo, że ich długotrwałe odkładanie w organizmie [PET_BOUNDARY]jest niezdrowe[PET_BOUNDARY].","Badania Politechniki Częstochowskiej pokazują, że można wykorzystywać zarówno popioły, jak i osady ściekowe do produkcji nawozów, ale trzeba to robić świadomie i odpowiedzialnie i stosować się do rygorystycznych norm.",KWJP,jest niezdrowe,być niezdrowym,to be unhealthy,-,-,illness,X,0,0,0,0.0,0.0,"Okazuje się, że produkty oczyszczania ścieków nowoczesnymi metodami nadają się do produkcji nawozów, co cieszy zwolenników recyklingu i wtórnego wykorzystywania odpadów. Przeciwnicy takich nawozów ostrzegają natomiast przed metalami ciężkimi, bo wiadomo, że ich długotrwałe odkładanie w organizmie [PET_BOUNDARY]jest niezdrowe[PET_BOUNDARY]. Badania Politechniki Częstochowskiej pokazują, że można wykorzystywać zarówno popioły, jak i osady ściekowe do produkcji nawozów, ale trzeba to robić świadomie i odpowiedzialnie i stosować się do rygorystycznych norm."
698,697,sometimes_euph,"Nie wiem, dlaczego w ankiecie występuje na ogół rodzaj męski.",Dziewczyny piją na potęgę - to one na pierwszej mojej wycieczce rozpoczęły zabawę od [PET_BOUNDARY]pół litra[PET_BOUNDARY].,"To śmieszne, ale wtedy, w I klasie, byliśmy przerażeni, że one piją wódę, a wielu z nas nie przepadało nawet za piwem.",NKJP300,pół litra,pół litra,half a litre,pół litra [mocnego alkoholu],half a litre of [strong alcohol],substances,1,1,1,1,1.0,1.0,"Nie wiem, dlaczego w ankiecie występuje na ogół rodzaj męski. Dziewczyny piją na potęgę - to one na pierwszej mojej wycieczce rozpoczęły zabawę od [PET_BOUNDARY]pół litra[PET_BOUNDARY]. To śmieszne, ale wtedy, w I klasie, byliśmy przerażeni, że one piją wódę, a wielu z nas nie przepadało nawet za piwem."
2247,2246,sometimes_euph,"Pomnażał więc majątek, żył jak król, nie martwiąc się z czego przeżyje kolejny miesiąc.",Bo przecież zawsze [PET_BOUNDARY]był przy kasie[PET_BOUNDARY].,"Ale teraz koniec z 35 tys. złotych brukselskiej pensji, darmowymi podróżami, pieniędzmi na biuro i noclegi.",KWJP,był przy kasie,być przy kasie,to be near the counter,mieć pieniądze,to have money,money,1,1,1,X,1.0,1.0,"Pomnażał więc majątek, żył jak król, nie martwiąc się z czego przeżyje kolejny miesiąc. Bo przecież zawsze [PET_BOUNDARY]był przy kasie[PET_BOUNDARY]. Ale teraz koniec z 35 tys. złotych brukselskiej pensji, darmowymi podróżami, pieniędzmi na biuro i noclegi."
1212,1211,sometimes_euph,A wracając do pytania: nie da się zepsuć zupy dyniowej!,"Jeśli jest zbyt [PET_BOUNDARY]mdła[PET_BOUNDARY], proponuję po prostu ją doprawić.","Czosnkiem, pieprzem i imbirem.",KWJP,mdła,mdły,bland,-,-,vice,0,X,0,0,0.0,0.0,"A wracając do pytania: nie da się zepsuć zupy dyniowej! Jeśli jest zbyt [PET_BOUNDARY]mdła[PET_BOUNDARY], proponuję po prostu ją doprawić. Czosnkiem, pieprzem i imbirem."
608,607,sometimes_euph,Czuwał.,Od czasu do czasu przelał jakieś [PET_BOUNDARY]drobne[PET_BOUNDARY] na konto.,Znał numer.,KWJP,drobne,drobne,change,mało pieniędzy,little money,money,1,1,1,1,1.0,1.0,Czuwał. Od czasu do czasu przelał jakieś [PET_BOUNDARY]drobne[PET_BOUNDARY] na konto. Znał numer.
154,153,sometimes_euph,"Pieniędzy mam zatem po przełyk, z górką wyższą niż Mont Blanc, mógłbym nawet znaleźć sobie bardziej wystawny lokal, ale wstrzymuje mnie przed tym tak poetycko wypromowana potęga smaku oraz – o czym wkrótce – sentymenty.","Przy okazji, gdyby się pani wybierała, samotnie lub na romantyczny weekend: w Paryżu poza sezonem bardzo przyzwoitą jedynkę można dostać za niespełna pięćdziesiąt euro, [PET_BOUNDARY]dwójkę[PET_BOUNDARY] za nieco więcej niż sześćdziesiąt.","Może nie w centrum Wielkiej Spirali, ale na obrzeżach jak najbardziej, na przykład metro Clichy, dwie stacje od Pigalle, sześć do Châtelet, śniadanie płatne osobno.",KWJP,dwójkę,dwójka,two,-,-,money,0,0,0,X,0.0,0.0,"Pieniędzy mam zatem po przełyk, z górką wyższą niż Mont Blanc, mógłbym nawet znaleźć sobie bardziej wystawny lokal, ale wstrzymuje mnie przed tym tak poetycko wypromowana potęga smaku oraz – o czym wkrótce – sentymenty. Przy okazji, gdyby się pani wybierała, samotnie lub na romantyczny weekend: w Paryżu poza sezonem bardzo przyzwoitą jedynkę można dostać za niespełna pięćdziesiąt euro, [PET_BOUNDARY]dwójkę[PET_BOUNDARY] za nieco więcej niż sześćdziesiąt. Może nie w centrum Wielkiej Spirali, ale na obrzeżach jak najbardziej, na przykład metro Clichy, dwie stacje od Pigalle, sześć do Châtelet, śniadanie płatne osobno."
1909,1908,sometimes_euph,Okres spóźnia mi się już pięć dni.,Poczekam jeszcze tydzień i [PET_BOUNDARY]oddam mocz[PET_BOUNDARY] do badania.,Wszystko policzyłam.,KWJP,oddam mocz,oddać mocz,to hand in the urine,-,-,physiology,0,0,X,1,0.0,0.0,Okres spóźnia mi się już pięć dni. Poczekam jeszcze tydzień i [PET_BOUNDARY]oddam mocz[PET_BOUNDARY] do badania. Wszystko policzyłam.
2125,2124,sometimes_euph,"Między nimi są ci, którzy są mądrzy i wykształceni.","Wmawianie nam, że [PET_BOUNDARY]nie ma wśród nas[PET_BOUNDARY] nikogo, kto mógłby rządzić zamiast Putina, jest po prostu śmieszne.","Wśród dziesiątek, jeśli nie setek rozmów, które odbyłam podczas kolejnych demonstracji, tę z Tatianą zapamiętałam najbardziej.",KWJP,nie ma wśród nas,nie ma wśród nas,is not among us,-,-,death,X,0,0,0,0.0,0.0,"Między nimi są ci, którzy są mądrzy i wykształceni. Wmawianie nam, że [PET_BOUNDARY]nie ma wśród nas[PET_BOUNDARY] nikogo, kto mógłby rządzić zamiast Putina, jest po prostu śmieszne. Wśród dziesiątek, jeśli nie setek rozmów, które odbyłam podczas kolejnych demonstracji, tę z Tatianą zapamiętałam najbardziej."
2321,2320,sometimes_euph,"Pukają, błądzą, opuszczenia łkanie.",Król królów w blasku nędzy rodzi się na [PET_BOUNDARY]sianie[PET_BOUNDARY].,"Starcze Symeonie, świętość w twoich zmarszczkach ujrzała Zbawienie, wziąłeś Je w objęcia. Doczekałeś tego, co nie do pojęcia.",KWJP,sianie,siano,hay,-,-,money,0,0,0,X,0.0,0.0,"Pukają, błądzą, opuszczenia łkanie. Król królów w blasku nędzy rodzi się na [PET_BOUNDARY]sianie[PET_BOUNDARY]. Starcze Symeonie, świętość w twoich zmarszczkach ujrzała Zbawienie, wziąłeś Je w objęcia. Doczekałeś tego, co nie do pojęcia."
1519,1518,sometimes_euph,— Toaletę. Łazienkę…,"Chce mi się — pochylił się tak, żeby dziewczyna nie słyszała — muszę do [PET_BOUNDARY]ustępu[PET_BOUNDARY], za potrzebą…","— Znaczy się, chodzi ci o wychodek?",KWJP,ustępu,ustęp,section/paragraph,ubikacja,toilet,physiology,1,1,X,1,1.0,1.0,"— Toaletę. Łazienkę… Chce mi się — pochylił się tak, żeby dziewczyna nie słyszała — muszę do [PET_BOUNDARY]ustępu[PET_BOUNDARY], za potrzebą… — Znaczy się, chodzi ci o wychodek?"
1535,1534,sometimes_euph,A nawet gorzej: dyscyplinarnie karał krytykujących metody przystojnego chirurga.,"Ciężar gatunkowy i skuteczność [PET_BOUNDARY]bajeru[PET_BOUNDARY], którym Macchiarini częstował otoczenie, najlepiej pokazuje historia jego byłej narzeczonej Benity Alexander.","Pojawiły się obrączki, miał być ślub, który przejdzie do historii: związek pobłogosławi w Castel Gandolfo sam papież Franciszek, zaśpiewa Andrea Bocelli, a wśród gości będą Putin, Obamowie i Russell Crowe.",KWJP,bajeru,bajer,luxury add-on,kłamstwo,lie,vice,1,X,1,1,1.0,1.0,"A nawet gorzej: dyscyplinarnie karał krytykujących metody przystojnego chirurga. Ciężar gatunkowy i skuteczność [PET_BOUNDARY]bajeru[PET_BOUNDARY], którym Macchiarini częstował otoczenie, najlepiej pokazuje historia jego byłej narzeczonej Benity Alexander. Pojawiły się obrączki, miał być ślub, który przejdzie do historii: związek pobłogosławi w Castel Gandolfo sam papież Franciszek, zaśpiewa Andrea Bocelli, a wśród gości będą Putin, Obamowie i Russell Crowe."
2123,2122,sometimes_euph,I co jakiś czas im jakieś znikało.,Wkurwili się więc i postanowili [PET_BOUNDARY]oddać mocz[PET_BOUNDARY] do jednej ze szklanek.,"Potem dolali piwa, zrobiła się piana, wszystko ładnie.",KWJP,oddać mocz,oddać mocz,to hand in the urine,zrobić siku,to pee,physiology,1,1,X,1,1.0,1.0,"I co jakiś czas im jakieś znikało. Wkurwili się więc i postanowili [PET_BOUNDARY]oddać mocz[PET_BOUNDARY] do jednej ze szklanek. Potem dolali piwa, zrobiła się piana, wszystko ładnie."
1702,1701,sometimes_euph,Dziękuję.,Kobieta wyszła do kuchni i po pięciu minutach wróciła z tacą malowaną w pozłacane [PET_BOUNDARY]pawie[PET_BOUNDARY].,Położyła przed nim markizy na talerzyku i parującą filiżankę.,KWJP,pawie,paw,peacock,-,-,physiology,0,0,X,0,0.0,0.0,Dziękuję. Kobieta wyszła do kuchni i po pięciu minutach wróciła z tacą malowaną w pozłacane [PET_BOUNDARY]pawie[PET_BOUNDARY]. Położyła przed nim markizy na talerzyku i parującą filiżankę.
2287,2286,sometimes_euph,"I patrzeć, czy syrop zgęstniał do tego stopnia, że po odstawieniu zacznie się krystalizować.","I patrzeć, czy syrop zgęstniał do tego stopnia, że po odstawieniu zacznie się krystalizować. Można to poznać po wielkich [PET_BOUNDARY]bańkach[PET_BOUNDARY] pękających z suchym szelestem.","Gęsty syrop trzeba zlać do chłodnego (nie zimnego!) garnka glinianego i mieszać powoli, dopóki na dnie nie zauważymy skorupy cukru.",KWJP,bańkach,bańka,bubble,-,-,money,0,0,0,X,0.0,0.0,"I patrzeć, czy syrop zgęstniał do tego stopnia, że po odstawieniu zacznie się krystalizować. I patrzeć, czy syrop zgęstniał do tego stopnia, że po odstawieniu zacznie się krystalizować. Można to poznać po wielkich [PET_BOUNDARY]bańkach[PET_BOUNDARY] pękających z suchym szelestem. Gęsty syrop trzeba zlać do chłodnego (nie zimnego!) garnka glinianego i mieszać powoli, dopóki na dnie nie zauważymy skorupy cukru."
69,68,sometimes_euph,"Rozgrywka nie trwa długo, dlatego zazwyczaj nikt nie ma oporów przed próbą poprawienia wyniku w kolejnej.","Ważne jest też, że gra równie dobrze się sprawdza zarówno w przypadku partii z udziałem [PET_BOUNDARY]doświadczonych[PET_BOUNDARY] graczy, jak i toczonych w rodzinnym gronie, gdyż potrafi ona naprawdę wciągnąć już ośmiolatka.","W zasadzie jedynym mankamentem tego tytułu jest nietypowy kwadratowy format kart, który utrudnia (szczególnie młodszym graczom) ich trzymanie w ręku w taki sposób, aby były widoczne dla pozostałych uczestników rozgrywki.",KWJP,doświadczonych,Doświadczony,experienced,-,-,physical appearance,X,0,0,0,0.0,0.0,"Rozgrywka nie trwa długo, dlatego zazwyczaj nikt nie ma oporów przed próbą poprawienia wyniku w kolejnej. Ważne jest też, że gra równie dobrze się sprawdza zarówno w przypadku partii z udziałem [PET_BOUNDARY]doświadczonych[PET_BOUNDARY] graczy, jak i toczonych w rodzinnym gronie, gdyż potrafi ona naprawdę wciągnąć już ośmiolatka. W zasadzie jedynym mankamentem tego tytułu jest nietypowy kwadratowy format kart, który utrudnia (szczególnie młodszym graczom) ich trzymanie w ręku w taki sposób, aby były widoczne dla pozostałych uczestników rozgrywki."
839,838,sometimes_euph,-,"Ze względu na to, że żołnierze zawodowi stanowią niespełna 3% sił zbrojnych po mobilizacji, istotne jest zachowanie wysokiego poziomu społecznego przekonania o sensie i możliwości [PET_BOUNDARY]powodzenia[PET_BOUNDARY] oporu militarnego, a tym samym gotowości obywateli do udziału w obronie państwa.","Nieprzypadkowo badania opinii publicznej pokazują, że odsetek Finów gotowych walczyć za kraj (...).",KWJP,powodzenia,powodzić,to be successful,-,-,money,0,1,0,1,0.5,0.5,"- Ze względu na to, że żołnierze zawodowi stanowią niespełna 3% sił zbrojnych po mobilizacji, istotne jest zachowanie wysokiego poziomu społecznego przekonania o sensie i możliwości [PET_BOUNDARY]powodzenia[PET_BOUNDARY] oporu militarnego, a tym samym gotowości obywateli do udziału w obronie państwa. Nieprzypadkowo badania opinii publicznej pokazują, że odsetek Finów gotowych walczyć za kraj (...)."
891,890,sometimes_euph,"Rozgrzał mnie do czerwoności, ja nie pozostałam mu dłużna.",Zrobiłam się [PET_BOUNDARY]wilgotna[PET_BOUNDARY].,"Mam nadzieję, że jemu zrobiło się niewygodnie w spodniach"".",NKJP300,wilgotna,wilgotny,wet,zwilżenie pochwy/ pobudzenie seksualne,vaginal lubrication/ sexual arousal,sex,1,1,1,1,1.0,1.0,"Rozgrzał mnie do czerwoności, ja nie pozostałam mu dłużna. Zrobiłam się [PET_BOUNDARY]wilgotna[PET_BOUNDARY]. Mam nadzieję, że jemu zrobiło się niewygodnie w spodniach""."
226,225,sometimes_euph,- Jasne.,"Od mężczyzn, którzy mieli doświadczenia z różnymi kobietami — szczupłymi, [PET_BOUNDARY]przy kości[PET_BOUNDARY], wysokimi, niskimi, ładnymi, brzydkimi — słyszę: ""Wie pan, wolę uprawiać seks z kobietą [PET_BOUNDARY]przy kości[PET_BOUNDARY].","Seks z nią jest po prostu fajny, naturalny, bez wymuszenia.",KWJP,przy kości,przy kości,close to the bone,gruby,fat,physical appearance,X,1,1,1,1.0,1.0,"- Jasne. Od mężczyzn, którzy mieli doświadczenia z różnymi kobietami — szczupłymi, [PET_BOUNDARY]przy kości[PET_BOUNDARY], wysokimi, niskimi, ładnymi, brzydkimi — słyszę: ""Wie pan, wolę uprawiać seks z kobietą [PET_BOUNDARY]przy kości[PET_BOUNDARY]. Seks z nią jest po prostu fajny, naturalny, bez wymuszenia."
1918,1917,sometimes_euph,Nie zatrzymali go w szpitalu.,"Poinformowali tylko, że ma ciężką i [PET_BOUNDARY]nieuleczalną[PET_BOUNDARY] chorobę, i dali skierowanie do reumatologa.",Ten przepisał kolejne leki.,KWJP,nieuleczalną,nieuleczalny,incurable,śmiertelny,fatal,illness,X,1,1,0,1.0,1.0,"Nie zatrzymali go w szpitalu. Poinformowali tylko, że ma ciężką i [PET_BOUNDARY]nieuleczalną[PET_BOUNDARY] chorobę, i dali skierowanie do reumatologa. Ten przepisał kolejne leki."
98,97,sometimes_euph,Potem zawartość musi trafić do dobrze zmrożonego kieliszka koktajlowego i zostać wypita z gromkim okrzykiem: Saúde!,"Uścisnąłem mu dłoń i przygotowałem dobry cocktail, bo wiem, że to lubi, nasz prezydent jest nadzwyczajnym człowiekiem, ale jest też wielkim smakoszem, [PET_BOUNDARY]lubi dobrze zjeść[PET_BOUNDARY] i dobrze wypić, przygotowałem więc dla niego najlepszy cocktail, ten sam, który i panu polecam, może pan jednak spóbuje, przecież dobrze się pan teraz czuje, prawda?","Mogę spróbować, zgodziłem się, a z czego pan go przyrządza?",KWJP,lubi dobrze zjeść,lubi dobrze zjeść,likes to eat well.,-,-,physical appearance,X,0,0,0,0.0,0.0,"Potem zawartość musi trafić do dobrze zmrożonego kieliszka koktajlowego i zostać wypita z gromkim okrzykiem: Saúde! Uścisnąłem mu dłoń i przygotowałem dobry cocktail, bo wiem, że to lubi, nasz prezydent jest nadzwyczajnym człowiekiem, ale jest też wielkim smakoszem, [PET_BOUNDARY]lubi dobrze zjeść[PET_BOUNDARY] i dobrze wypić, przygotowałem więc dla niego najlepszy cocktail, ten sam, który i panu polecam, może pan jednak spóbuje, przecież dobrze się pan teraz czuje, prawda? Mogę spróbować, zgodziłem się, a z czego pan go przyrządza?"
745,744,sometimes_euph,Zagadki kryminalne będą takie: Pacjenci słynnego lekarza są mordowani.,"Podejrzanym jest lekarz, ale mordercą jest pacjent czekający w kolejce na operację: ponieważ może jej [PET_BOUNDARY]nie doczekać[PET_BOUNDARY], zabija pacjentów, którzy są przed nim w kolejce na zabieg.","Seryjni mordercy będą tacy: Pacjent zabija wszystkich chorych na tę samą chorobę, aby móc samemu (...).",KWJP,nie doczekać,nie doczekać,not to wait enough for,umrzeć,to die,death,1,0,1,1,1.0,1.0,"Zagadki kryminalne będą takie: Pacjenci słynnego lekarza są mordowani. Podejrzanym jest lekarz, ale mordercą jest pacjent czekający w kolejce na operację: ponieważ może jej [PET_BOUNDARY]nie doczekać[PET_BOUNDARY], zabija pacjentów, którzy są przed nim w kolejce na zabieg. Seryjni mordercy będą tacy: Pacjent zabija wszystkich chorych na tę samą chorobę, aby móc samemu (...)."
1638,1637,sometimes_euph,Śmierć jest tematem bliskim szczurołapowi.,"Jak twierdzi, podczas pracy (pracy, a nie kariery, jak znów podkreśla) [PET_BOUNDARY]wysłał[PET_BOUNDARY] na tamten świat około trzech milionów gryzoni.",I wielu ma mu to za złe.,KWJP,wysłał,wysłać,to send,zabić,to kill,death,X,1,1,1,1.0,1.0,"Śmierć jest tematem bliskim szczurołapowi. Jak twierdzi, podczas pracy (pracy, a nie kariery, jak znów podkreśla) [PET_BOUNDARY]wysłał[PET_BOUNDARY] na tamten świat około trzech milionów gryzoni. I wielu ma mu to za złe."
1550,1549,sometimes_euph,Grzesiek położył się obok niej.,"Czuła, jak jego [PET_BOUNDARY]członek[PET_BOUNDARY] się pręży, ale on sam wydawał się zbyt zajęty całowaniem jej, aby zwracać na to uwagę.","Jednocześnie sięgał dłonią ku jej kroczu, aż znalazł miejsce, którego dotykanie sprawiło Monice przyjemność.",KWJP,członek,członek,member,męskie genitalia,male genitalia,body parts,1,X,1,1,1.0,1.0,"Grzesiek położył się obok niej. Czuła, jak jego [PET_BOUNDARY]członek[PET_BOUNDARY] się pręży, ale on sam wydawał się zbyt zajęty całowaniem jej, aby zwracać na to uwagę. Jednocześnie sięgał dłonią ku jej kroczu, aż znalazł miejsce, którego dotykanie sprawiło Monice przyjemność."
