id,text,sentence,pet,label,category,euph_status,sub-category,source,pet_wordform,left-hand context (one sentence),right-hand context (one sentence),literal_translation,non_euph_equivalent,non_euph_equivalent_translation
434,"Zapewnia równowagę sodowo-potasową, a tym samym odpowiednie nawodnienie komórek. Co najważniejsze, zupy pomagają mi pozbyć się obrzęków. Somatoterapeutka radzi Po całym dniu organizm przygotowuje się do odpoczynku.","Co najważniejsze, zupy pomagają mi pozbyć się obrzęków.",pozbyć się,0,death,sometimes_euph,,KWJP,pozbyć się,"Zapewnia równowagę sodowo-potasową, a tym samym odpowiednie nawodnienie komórek.",Somatoterapeutka radzi Po całym dniu organizm przygotowuje się do odpoczynku.,to get rid of,zabić,to kill
445,"Fialho de Almeida chętnie wprowadzał do swoich utworów postacie grubo ciosane, wręcz na wpół zwierzęce, zdolne z milczącym okrucieństwem popełniać najgorsze czyny. Ceną płaconą za realizację własnych pragnień bywa morderstwo, jak w opowiadaniu Sempre amigos („Przyjaciele na zawsze”) z tomiku O país das uvas, gdzie Estragado postanawia zabić Jerolmo, aby pozbyć się konkurenta do stanowiska rządcy majątku. Zło nie wynika z wadliwych relacji społecznych, lecz jest cechą człowieka, wypływa z głębokich pokładów jego dążeń i ambicji.","Ceną płaconą za realizację własnych pragnień bywa morderstwo, jak w opowiadaniu Sempre amigos („Przyjaciele na zawsze”) z tomiku O país das uvas, gdzie Estragado postanawia zabić Jerolmo, aby pozbyć się konkurenta do stanowiska rządcy majątku.",pozbyć się,1,physical/mental attributes,sometimes_euph,illness,KWJP,pozbyć się,"Fialho de Almeida chętnie wprowadzał do swoich utworów postacie grubo ciosane, wręcz na wpół zwierzęce, zdolne z milczącym okrucieństwem popełniać najgorsze czyny.","Zło nie wynika z wadliwych relacji społecznych, lecz jest cechą człowieka, wypływa z głębokich pokładów jego dążeń i ambicji.",to get rid of,zabić,to kill
1569,"Dodatkowo każdy z naukowców miał do nas masę różnych pytań dotyczących głównie tego, czy nie spotkaliśmy na swojej drodze jakichś ciekawych stworzeń. Dopiero kiedy Carlos i Marco zaczęli niecierpliwie przestępować z nogi na nogę, reszta mężczyzn niechętnie odstąpiła od zadawania pytań, pożegnali się z nami i mogliśmy wreszcie odlecieć. Mimo zdenerwowania, Carlos podczas lotu starał się podtrzymywać miłą atmosferę.","Dopiero kiedy Carlos i Marco zaczęli niecierpliwie przestępować z nogi na nogę, reszta mężczyzn niechętnie odstąpiła od zadawania pytań, pożegnali się z nami i mogliśmy wreszcie odlecieć.",pożegnać,0,death,sometimes_euph,,KWJP,pożegnali,"Dodatkowo każdy z naukowców miał do nas masę różnych pytań dotyczących głównie tego, czy nie spotkaliśmy na swojej drodze jakichś ciekawych stworzeń.","Mimo zdenerwowania, Carlos podczas lotu starał się podtrzymywać miłą atmosferę.",to say goodbye,-,-
1630,"Więzieniami i raportowaniem o torturach zajmują się teraz Nadia Tołokonnikowa i Masza Alochina, które oficjalnie rozstały się z Pussy Riot. Jak głosił komunikat kolektywu: Nadia i Masza pożegnały się z grupą, ale świat zyskał obrończynie praw człowieka. Tortury w więzieniach to także główne zajęcie rosyjskiego Amnesty International.","Jak głosił komunikat kolektywu: Nadia i Masza pożegnały się z grupą, ale świat zyskał obrończynie praw człowieka.",pożegnać,0,death,sometimes_euph,,KWJP,pożegnały się,"Więzieniami i raportowaniem o torturach zajmują się teraz Nadia Tołokonnikowa i Masza Alochina, które oficjalnie rozstały się z Pussy Riot.",Tortury w więzieniach to także główne zajęcie rosyjskiego Amnesty International.,to say goodbye,-,-
1645,"Izzat dziwił się tylko, czemu zrobili to w nocy, zamiast w ciągu dnia spektakularnie zniszczyć przejeżdżające pojazdy. Jasne było, że ktokolwiek z nich zostanie odnaleziony w pobliżu akcji, pożegna się z życiem, no ale co jest, Musafir: zabrakło ci skłonnych do ostatecznego poświęcenia samobójców? Miejsce, w którym urządzono im przymusowy postój, było niemalże wymarzone jako cel ataku rakietowego.","Jasne było, że ktokolwiek z nich zostanie odnaleziony w pobliżu akcji, pożegna się z życiem, no ale co jest, Musafir: zabrakło ci skłonnych do ostatecznego poświęcenia samobójców?",pożegnać,1,death,sometimes_euph,,KWJP,pożegna się,"Izzat dziwił się tylko, czemu zrobili to w nocy, zamiast w ciągu dnia spektakularnie zniszczyć przejeżdżające pojazdy.","Miejsce, w którym urządzono im przymusowy postój, było niemalże wymarzone jako cel ataku rakietowego.",to say goodbye,umrzeć,to die
1944,"Ksiądz dwa tygodnie przebywał w szpitalu w Łańcucie. Przed podłączeniem do respiratora wysłał ostatniego SMS-a, w którym pożegnał się z wiernymi, przyjaciółmi, współpracownikami. Napisał w nim tylko dwa krótkie słowa.","Przed podłączeniem do respiratora wysłał ostatniego SMS-a, w którym pożegnał się z wiernymi, przyjaciółmi, współpracownikami.",pożegnać,0,death,sometimes_euph,,KWJP,pożegnał się,Ksiądz dwa tygodnie przebywał w szpitalu w Łańcucie.,Napisał w nim tylko dwa krótkie słowa.,to say goodbye,-,-
2073,Głośnym echem odbiła się również historia pierwszej osoby zmarłej rzekomo z powodu ZPZ. W 2006 roku 32-letnia Brytyjka Sophia Mirza pożegnała się z życiem z powodu odwodnienia. Na chroniczne zmęczenie kobieta miała cierpieć od 6 lat.,W 2006 roku 32-letnia Brytyjka Sophia Mirza pożegnała się z życiem z powodu odwodnienia.,pożegnać,1,death,sometimes_euph,,KWJP,pożegnała się,Głośnym echem odbiła się również historia pierwszej osoby zmarłej rzekomo z powodu ZPZ.,Na chroniczne zmęczenie kobieta miała cierpieć od 6 lat.,to say goodbye,umrzeć,to die
2112,"Magazyn National Enquirer grzmi ze swocih pierwszych stron o zbliżającej się śmierci Angeliny Jolie. Według nich gwiazda niedługo pożegna się z życiem, bo cierpi na anoreksję, a dodatkowo wykryto u niej nawrót choroby nowotworowej. Takie rewelacje okraszone są komentarzami lekarzy oraz anonimowych informatorów, którzy bardzo martwią się o zdrowie zdobywczyni Oscara.","Według nich gwiazda niedługo pożegna się z życiem, bo cierpi na anoreksję, a dodatkowo wykryto u niej nawrót choroby nowotworowej.",pożegnać,1,death,sometimes_euph,,KWJP,pożegna się,Magazyn National Enquirer grzmi ze swocih pierwszych stron o zbliżającej się śmierci Angeliny Jolie.,"Takie rewelacje okraszone są komentarzami lekarzy oraz anonimowych informatorów, którzy bardzo martwią się o zdrowie zdobywczyni Oscara.",to say goodbye,umrzeć,to die
2230,"Kahanek jeszcze przed ślubem dowiedział się, że Maria nigdy nie będzie mieć dzieci, zresztą była już w wieku, który wykluczał poród. A mimo to wypowiadał słowa, które chociaż nie czyniły uszczerbku w ich pożyciu, nie powinny były paść. Z upływem lat Aleksandra i Marię dopadł jednak kryzys małżeński.","A mimo to wypowiadał słowa, które chociaż nie czyniły uszczerbku w ich pożyciu, nie powinny były paść.",pożycie,1,sexual activity,sometimes_euph,,KWJP,pożyciu,"Kahanek jeszcze przed ślubem dowiedział się, że Maria nigdy nie będzie mieć dzieci, zresztą była już w wieku, który wykluczał poród.",Z upływem lat Aleksandra i Marię dopadł jednak kryzys małżeński.,living together,-,-
2237,"O tym, że dobieramy się w pary, decyduje wiele czynników, w tym także biologia, jej tajemnice. A wspaniałe biologiczne dopasowanie nie gwarantuje wcale udanego pożycia. Co więcej, dobieramy się często w stanie kompletnego wzajemnego zauroczenia, które nie pozwala nam dostrzec wielu realiów.",A wspaniałe biologiczne dopasowanie nie gwarantuje wcale udanego pożycia.,pożycie,0,sexual activity,sometimes_euph,,KWJP,pożycia,"O tym, że dobieramy się w pary, decyduje wiele czynników, w tym także biologia, jej tajemnice.","Co więcej, dobieramy się często w stanie kompletnego wzajemnego zauroczenia, które nie pozwala nam dostrzec wielu realiów.",living together,-,-
2243,"No tak, ale jeżeli tak jest, to… …to znaczy, że w polskich domach małżonkowie nadal nie potrafią rozmawiać ze sobą na tematy intymne. Badania seksualności Polaków pokazały, że w wypadku pojawienia się trudności w pożyciu seksualnym tylko jedna trzecia par potrafi o tym rozmawiać. W sytuacji opisywanej przez naszą słuchaczkę mamy do czynienia z klasycznym patem.","Badania seksualności Polaków pokazały, że w wypadku pojawienia się trudności w pożyciu seksualnym tylko jedna trzecia par potrafi o tym rozmawiać.",pożycie,1,sexual activity,sometimes_euph,,KWJP,pożyciu,"No tak, ale jeżeli tak jest, to… …to znaczy, że w polskich domach małżonkowie nadal nie potrafią rozmawiać ze sobą na tematy intymne.",W sytuacji opisywanej przez naszą słuchaczkę mamy do czynienia z klasycznym patem.,living together,kontakty seksualne,sexual relations
2278,"Napływały kolejne informacje. Franz popełnił samobójstwo, bo wyszły na jaw intymne szczegóły pożycia z uczennicą. Oznaczało to koniec kariery pedagogicznej.","Franz popełnił samobójstwo, bo wyszły na jaw intymne szczegóły pożycia z uczennicą.",pożycie,1,sexual activity,sometimes_euph,,KWJP,pożycia,Napływały kolejne informacje.,Oznaczało to koniec kariery pedagogicznej.,living together,kontakty seksualne,sexual relations
2381,"Dopiero teraz widziałam, jak mogą wyglądać relacje między kobietą a mężczyzną. Oczywiście zdawałam sobie sprawę, że pożycie dwojga ludzi po trzydziestu latach małżeństwa nie będzie zbytnio podobne do związku na pierwszym etapie znajomości. Codzienność i rutyna odzierają uczucie z powabu świeżości, tłamszą namiętność.","Oczywiście zdawałam sobie sprawę, że pożycie dwojga ludzi po trzydziestu latach małżeństwa nie będzie zbytnio podobne do związku na pierwszym etapie znajomości.",pożycie,1,sexual activity,sometimes_euph,,KWJP,pożycie,"Dopiero teraz widziałam, jak mogą wyglądać relacje między kobietą a mężczyzną.","Codzienność i rutyna odzierają uczucie z powabu świeżości, tłamszą namiętność.",living together,kontakty seksualne,sexual relations
2440,". „Tulcia jest idealnie grzecznym, inteligentnym dzieckiem, ale nikt i nic jej nie obchodzi, poza jej pasjami; a nadto ma nieżyczliwy stosunek do świata, jak jej ojciec. To już w takim dziecku tak widać, że będzie przykra w pożyciu. Anna jest dla mnie idealnym partnerem intelektualnym i pod tym względem wiele jej zawdzięczam.","To już w takim dziecku tak widać, że będzie przykra w pożyciu.",pożycie,0,sexual activity,sometimes_euph,,KWJP,pożyciu,". „Tulcia jest idealnie grzecznym, inteligentnym dzieckiem, ale nikt i nic jej nie obchodzi, poza jej pasjami; a nadto ma nieżyczliwy stosunek do świata, jak jej ojciec.",Anna jest dla mnie idealnym partnerem intelektualnym i pod tym względem wiele jej zawdzięczam.,living together,-,-
2224,"Został sam. ""Pragnę kobiety jak nigdy dotąd, nawdychałem się za dużo orgonu"" — notował Reich w czasie eksperymentów z bionami. Ale to skutek uboczny.","""Pragnę kobiety jak nigdy dotąd, nawdychałem się za dużo orgonu"" — notował Reich w czasie eksperymentów z bionami.",pragnąć kobiety,1,sexual activity,sometimes_euph,,KWJP,pragnę kobiety,Został sam.,Ale to skutek uboczny.,to crave a woman,pożądać seksualnie kobietę,to sexually desire a woman
2307,"Jedno było pewne, nie był agentem w żadnym wypadku finezyjnym ani uwodzicielskim. Jeśli pragnął kobiety, brał ją siłą, używał jej nawet wtedy, kiedy kobiety mu się nie opierały. I nie miał skrupułów, żeby zabijać.","Jeśli pragnął kobiety, brał ją siłą, używał jej nawet wtedy, kiedy kobiety mu się nie opierały.",pragnąć kobiety,1,sexual activity,sometimes_euph,,KWJP,pragnął kobiety,"Jedno było pewne, nie był agentem w żadnym wypadku finezyjnym ani uwodzicielskim.","I nie miał skrupułów, żeby zabijać.",to crave a woman,pożądać seksualnie kobietę,to sexually desire a woman
2410,"Często spotykam mężczyzn, którzy są nieszczęśliwi, bo dali się uwieść i wykorzystać. Pragną kobiety, o której umieją powiedzieć tylko tyle, że jej nie rozumieją. Próbuję im wyjaśnić, że to nie jest niezwykła istota, ale ktoś, kto za sprawą obietnic bez pokrycia trzyma ich mocno i nie puści.","Pragną kobiety, o której umieją powiedzieć tylko tyle, że jej nie rozumieją.",pragnąć kobiety,0,sexual activity,sometimes_euph,,KWJP,pragną kobiety,"Często spotykam mężczyzn, którzy są nieszczęśliwi, bo dali się uwieść i wykorzystać.","Próbuję im wyjaśnić, że to nie jest niezwykła istota, ale ktoś, kto za sprawą obietnic bez pokrycia trzyma ich mocno i nie puści.",to crave a woman,-,-
2482,"No bo jak zmierzyć i udowodnić piękno? Z drugiej strony wszyscy przecież wiemy, że dobra piosenka to jest dokładnie to, czego pragną kobiety. U ptaków jest tak samo, tyle że stawka i konkurencja są większe.","Z drugiej strony wszyscy przecież wiemy, że dobra piosenka to jest dokładnie to, czego pragną kobiety.",pragnąć kobiety,0,sexual activity,sometimes_euph,,KWJP,pragną kobiety,No bo jak zmierzyć i udowodnić piękno?,"U ptaków jest tak samo, tyle że stawka i konkurencja są większe.",to crave a woman,-,-
1047,"Zdziwiło go tylko, że nie wyczuwał odoru alkoholu. „Może prochy” – pomyślał. – Nie patrz tak na mnie jak cielę na malowane wrota – Pazerny aż poklepał się z ukontentowania po brzuchu.",„Może prochy” – pomyślał.,proch,1,substances,always_euph,,KWJP,prochy,"Zdziwiło go tylko, że nie wyczuwał odoru alkoholu.",– Nie patrz tak na mnie jak cielę na malowane wrota – Pazerny aż poklepał się z ukontentowania po brzuchu.,powder,narkotyk w tabletce,illegal drugs (pills)
1658,"Łożysko umożliwia zaistnienie połączenia między układem krążenia matki i dziecka, oddzielając ich krew cienką warstwą tkanek, zwaną barierą łożyskową. Jego głównym zadaniem jest wymiana tlenu i dwutlenku węgla, substancji odżywczych oraz produktów przemiany materii. U ludzi łożysko składa się z rozgałęzionych kosmków (które zawierają naczynia płodowe) zanurzonych we krwi matczynej krążącej w przestrzeniach międzykosmkowych.","Jego głównym zadaniem jest wymiana tlenu i dwutlenku węgla, substancji odżywczych oraz produktów przemiany materii.",produkty przemiany materii,0,bodily functions/parts,sometimes_euph,physiology,KWJP,produktów przemiany materii,"Łożysko umożliwia zaistnienie połączenia między układem krążenia matki i dziecka, oddzielając ich krew cienką warstwą tkanek, zwaną barierą łożyskową.",U ludzi łożysko składa się z rozgałęzionych kosmków (które zawierają naczynia płodowe) zanurzonych we krwi matczynej krążącej w przestrzeniach międzykosmkowych.,metabolites,-,-
2098,"Liczy na to, że sobie poradzą; w końcu koleżanka, od której je wzięła (handel wymienny: za niepotrzebną szafkę), twierdzi, że pomidory to twardziele. W północnej Warszawie, na Wiśle u ujścia kolektora bielańskiego, jest cała Pomidorowa Wyspa powstała z nasion, które spłynęły razem z produktami przemiany żoliborskiej materii. Niestrawione nasiona osiadły na łasze; wydały rośliny, które zainicjowały pomidorową dynastię.","W północnej Warszawie, na Wiśle u ujścia kolektora bielańskiego, jest cała Pomidorowa Wyspa powstała z nasion, które spłynęły razem z produktami przemiany żoliborskiej materii.",produkty przemiany materii,1,bodily functions/parts,sometimes_euph,physiology,KWJP,produktami przemiany żoliborskiej materii,"Liczy na to, że sobie poradzą; w końcu koleżanka, od której je wzięła (handel wymienny: za niepotrzebną szafkę), twierdzi, że pomidory to twardziele.","Niestrawione nasiona osiadły na łasze; wydały rośliny, które zainicjowały pomidorową dynastię.",metabolites,kupa,poo
1381,– Jesteś wzdęty jak wieloryb w dwunastym miesiącu. – Człowiek czasem bywa taki nieestetyczny. – Chcesz coś na przeczyszczenie? – To mogę ci dać.,– Chcesz coś na przeczyszczenie?,przeczyścić,1,bodily functions/parts,sometimes_euph,physiology,KWJP,przeczyszczenie,– Jesteś wzdęty jak wieloryb w dwunastym miesiącu. – Człowiek czasem bywa taki nieestetyczny.,– To mogę ci dać.,to ream sth out,mieć rozwolnienie,to have diarrhoea
1732,"Prowadził Jenson Button przed Hamiltonem, który przed startem przeżył chwile niepewności. Mechanicy musieli przeczyścić zalany paliwem filtr powietrza i Anglik wyjechał na start kilkanaście sekund przed zamknięciem alei serwisowej. Czyszczenie i składanie McLarena dokończono na polach startowych.",Mechanicy musieli przeczyścić zalany paliwem filtr powietrza i Anglik wyjechał na start kilkanaście sekund przed zamknięciem alei serwisowej.,przeczyścić,0,bodily functions/parts,sometimes_euph,physiology,KWJP,przeczyścić,"Prowadził Jenson Button przed Hamiltonem, który przed startem przeżył chwile niepewności.",Czyszczenie i składanie McLarena dokończono na polach startowych.,to ream sth out,-,-
1853,"12 godzin to minimum, żeby bakterie rozwinęły się w organizmie i spowodowały armagedon. Oczywiście można dostać niestrawności – zjesz coś, popijesz alkoholem i cię przeczyści, ale to już inny lot). Przez te trzy doby restaurator musi trzymać próbki nie poszczególnych produktów, które posłużyły do wykonania dań, ale samych dań.","Oczywiście można dostać niestrawności – zjesz coś, popijesz alkoholem i cię przeczyści, ale to już inny lot).",przeczyścić,1,bodily functions/parts,sometimes_euph,physiology,KWJP,przeczyści,"12 godzin to minimum, żeby bakterie rozwinęły się w organizmie i spowodowały armagedon.","Przez te trzy doby restaurator musi trzymać próbki nie poszczególnych produktów, które posłużyły do wykonania dań, ale samych dań.",to ream sth out,mieć rozwolnienie,to have diarrhoea
2047,"Na początku słaby był ciąg, ale później się rozhulał. Tylko musiałem porządnie przeczyścić. Widać, że lata nieużywany.",Tylko musiałem porządnie przeczyścić.,przeczyścić,0,bodily functions/parts,sometimes_euph,physiology,KWJP,przeczyścić,"Na początku słaby był ciąg, ale później się rozhulał.","Widać, że lata nieużywany.",to ream sth out,-,-
2075,"O sprawie pisały wtedy największe zagraniczne media, w tym CNN, BBC i Reuters. W ciągu wielu lat wystawy rywalizacja między właścicielami prowadziła także do podawania zwierzętom środków na przeczyszczenie, by wyeliminować je z zawodów czy zlepiania futra gumą do żucia. Większość czworonogów wraca jednak do domu cała i zdrowa.","W ciągu wielu lat wystawy rywalizacja między właścicielami prowadziła także do podawania zwierzętom środków na przeczyszczenie, by wyeliminować je z zawodów czy zlepiania futra gumą do żucia.",przeczyścić,1,bodily functions/parts,sometimes_euph,physiology,KWJP,przeczyszczenie,"O sprawie pisały wtedy największe zagraniczne media, w tym CNN, BBC i Reuters.",Większość czworonogów wraca jednak do domu cała i zdrowa.,to ream sth out,mieć rozwolnienie,to have diarrhoea
2121,"Wycior pomaga usunąć z fajki nadmiar wilgoci i substancji smołowych i w ten sposób skraca czas, po którym fajka jest znów gotowa do użytku. Większość palaczy twierdzi, że fajkę należy przeczyścić po każdym paleniu, ale znam również takich, którzy uważają, że musi ona wyschnąć sama. Wycior można przed użyciem zanurzyć w spirytusie metylowym, a w razie jego braku Alfred Dunhill zaleca kroplę whisky.","Większość palaczy twierdzi, że fajkę należy przeczyścić po każdym paleniu, ale znam również takich, którzy uważają, że musi ona wyschnąć sama.",przeczyścić,0,bodily functions/parts,sometimes_euph,physiology,KWJP,przeczyścić,"Wycior pomaga usunąć z fajki nadmiar wilgoci i substancji smołowych i w ten sposób skraca czas, po którym fajka jest znów gotowa do użytku.","Wycior można przed użyciem zanurzyć w spirytusie metylowym, a w razie jego braku Alfred Dunhill zaleca kroplę whisky.",to ream sth out,-,-
1482,"I coś ci powiem! Bacha, widząc, że się zanosi na awanturę i może nawet dostać pięścią, przeszła na drugą stronę ulicy. Nie uciekaj!","Bacha, widząc, że się zanosi na awanturę i może nawet dostać pięścią, przeszła na drugą stronę ulicy.",przejść na drugą stronę,0,death,sometimes_euph,,KWJP,przeszła na drugą stronę,I coś ci powiem!,Nie uciekaj!,to pass to other side,-,-
1884,"Wszystkie trzy wiedziałyśmy, że to, co mówiła Ulka miało sens, to faktycznie mogło tak być. Pan Nowicki przyszedł do ciebie po to, żebyś pomogła mu przejść na drugą stronę… że tak powiem. Dla mnie to dość oczywiste skojarzenie, że jesteś właśnie przewodniczką dusz.","Pan Nowicki przyszedł do ciebie po to, żebyś pomogła mu przejść na drugą stronę… że tak powiem.",przejść na drugą stronę,1,death,sometimes_euph,,KWJP,przejść na drugą stronę,"Wszystkie trzy wiedziałyśmy, że to, co mówiła Ulka miało sens, to faktycznie mogło tak być.","Dla mnie to dość oczywiste skojarzenie, że jesteś właśnie przewodniczką dusz.",to pass to other side,umrzeć,to die
1922,"Pomaga im odchodzić — kiedy widzi, że to ich ostatnie chwile, siedzi z nimi, szepcze, przytula Pomagam psom przejść na drugą stronę — mówi Krystyna Seemayer, która w Karpaczu prowadzi Staruszkowo, hospicjum dla psów. Wcześniej prowadziła pensjonat Internacjonalny, z którego rozciąga się widok na Śnieżkę i do którego przez lata przyjeżdżali turyści.","Pomagam psom przejść na drugą stronę — mówi Krystyna Seemayer, która w Karpaczu prowadzi Staruszkowo, hospicjum dla psów.",przejść na drugą stronę,1,death,sometimes_euph,,KWJP,przejść na drugą stronę,"Pomaga im odchodzić — kiedy widzi, że to ich ostatnie chwile, siedzi z nimi, szepcze, przytula","Wcześniej prowadziła pensjonat Internacjonalny, z którego rozciąga się widok na Śnieżkę i do którego przez lata przyjeżdżali turyści.",to pass to other side,umrzeć,to die
2141,"Początkowo udaje ona głuchoniemą, ale z czasem okazuje się, że nie jest kaleką. Wtedy dziewczyna – Hannelore – przyznaje się, że jest… krewną marszałka Friedricha von Paulusa, który dostał się do niewoli radzieckiej pod Stalingradem i przeszedł na drugą stronę barykady. Taką „zdobycz” Nikitin powinien natychmiast odesłać do sztabu dywizji, ale jednak tego nie robi, czym naraża się na coraz ostrzejszą krytykę ze strony Błogermana.","Wtedy dziewczyna – Hannelore – przyznaje się, że jest… krewną marszałka Friedricha von Paulusa, który dostał się do niewoli radzieckiej pod Stalingradem i przeszedł na drugą stronę barykady.",przejść na drugą stronę,0,death,sometimes_euph,,KWJP,przeszedł na drugą stronę,"Początkowo udaje ona głuchoniemą, ale z czasem okazuje się, że nie jest kaleką.","Taką „zdobycz” Nikitin powinien natychmiast odesłać do sztabu dywizji, ale jednak tego nie robi, czym naraża się na coraz ostrzejszą krytykę ze strony Błogermana.",to pass to other side,-,-
606,"- Nie wiem - odparł. Z trudem przekręcił się na bok, wysunął szufladę nocnej szafki. Zobaczył swój portfel, paczkę papierosów i zapałki.","Z trudem przekręcił się na bok, wysunął szufladę nocnej szafki.",przekręcić się,0,death,sometimes_euph,,NKJP300,przekręcił się,- Nie wiem - odparł.,"Zobaczył swój portfel, paczkę papierosów i zapałki.",to turn around,-,-
744,"Trener Arrichiona krzyknął podobno: „Ależ piękny będziesz miał pogrzeb, jeśli nie poddasz się na olimpiadzie!”. Arrichion przekręcił się gwałtownie, jednocześnie kopiąc przeciwnika w nogę tak boleśnie, że ów się poddał, nie mogąc znieść bólu. Sędziowie ogłosili zwycięzcą Arrichiona, choć ten już nie żył (...).","Arrichion przekręcił się gwałtownie, jednocześnie kopiąc przeciwnika w nogę tak boleśnie, że ów się poddał, nie mogąc znieść bólu.",przekręcić się,0,death,sometimes_euph,,KWJP,przekręcił się,"Trener Arrichiona krzyknął podobno: „Ależ piękny będziesz miał pogrzeb, jeśli nie poddasz się na olimpiadzie!”.","Sędziowie ogłosili zwycięzcą Arrichiona, choć ten już nie żył (...).",to turn around,-,-
768,"Uznałem, że sam się do mnie zgłosi, jeśli będzie potrzebował pomocy. Hintermann, skoro był takim panikarzem, mógł naprawdę przekręcić się na zawał. Przed lub po spotkaniu z Dirkiem, bez większego związku z wagą dokonanych przez siebie odkryć.","Hintermann, skoro był takim panikarzem, mógł naprawdę przekręcić się na zawał.",przekręcić się,1,death,sometimes_euph,,NKJP300,przekręcić się,"Uznałem, że sam się do mnie zgłosi, jeśli będzie potrzebował pomocy.","Przed lub po spotkaniu z Dirkiem, bez większego związku z wagą dokonanych przez siebie odkryć.",to turn around,umrzeć,to die
797,"- Kurami udowodniłem sobie, że w tym biznesie można przekręcić się, mając w ręku dwa miliardy na promocję, a zaistnieć, mając dziesięć razy mniej. Podstawą jest ważna artystycznie propozycja.","Kurami udowodniłem sobie, że w tym biznesie można przekręcić się, mając w ręku dwa miliardy na promocję, a zaistnieć, mając dziesięć razy mniej.",przekręcić się,1,death,sometimes_euph,,NKJP300,przekręcić się,-,Podstawą jest ważna artystycznie propozycja.,to turn around,-,-
1045,"– Też ogniem, do cholery! – Przekręcisz się z bólu. – Nie przekręcę.",– Przekręcisz się z bólu.,przekręcić się,1,death,sometimes_euph,,KWJP,przekręcisz się,"– Też ogniem, do cholery!",– Nie przekręcę.,to turn around,umrzeć,to die
1079,"- I Rudolf, jej chudy, wycieńczony z codziennego puszczania soków mąż, który potem siedział w więzieniu, potem zbiesił się, chciał ją zabić, potem popadł w alkoholizm, wreszcie przekręcił się nieoczekiwanie, choć okropnie, zostawiając po sobie dwie córki, które pamiętam, jak się rodziły, jak raczkowały… -","I Rudolf, jej chudy, wycieńczony z codziennego puszczania soków mąż, który potem siedział w więzieniu, potem zbiesił się, chciał ją zabić, potem popadł w alkoholizm, wreszcie przekręcił się nieoczekiwanie, choć okropnie, zostawiając po sobie dwie córki, które pamiętam, jak się rodziły, jak raczkowały…",przekręcić się,1,death,sometimes_euph,,NKJP300,przekręcił się,-,-,to turn around,umrzeć,to die
1330,"Tak zwane Ring Girls, a szczególnie jedna składała się z kobiecego ciała niby młodego, a jednak po wielu operacjach, które spowodowały, że wszystko, co miała zdrowe, usunęła, a to, co miała sztuczne, było ogromne. Konferansjerzy ringowi tak długo ryczeli nazwisko uczestników walki, że amerykański autor słynnej bokserskiej zapowiedzi, gdyby nie żył, musiałby się przekręcić w grobie, ale ponieważ żyje, nie wierzy, że tak można. Przed walką wieczoru niestety odegrano też hymny dla podkreślenia doniosłości wydarzenia.","Konferansjerzy ringowi tak długo ryczeli nazwisko uczestników walki, że amerykański autor słynnej bokserskiej zapowiedzi, gdyby nie żył, musiałby się przekręcić w grobie, ale ponieważ żyje, nie wierzy, że tak można.",przekręcić się,0,death,sometimes_euph,,KWJP,się przekręcić,"Tak zwane Ring Girls, a szczególnie jedna składała się z kobiecego ciała niby młodego, a jednak po wielu operacjach, które spowodowały, że wszystko, co miała zdrowe, usunęła, a to, co miała sztuczne, było ogromne.",Przed walką wieczoru niestety odegrano też hymny dla podkreślenia doniosłości wydarzenia.,to twist,-,-
1480,"Trener Arrichiona krzyknął podobno: „Ależ piękny będziesz miał pogrzeb, jeśli nie poddasz się na olimpiadzie!”. Arrichion przekręcił się gwałtownie, jednocześnie kopiąc przeciwnika w nogę tak boleśnie, że ów się poddał, nie mogąc znieść bólu. Sędziowie ogłosili zwycięzcą Arrichiona, choć ten już nie żył, ponieważ skręcił sobie kark.","Arrichion przekręcił się gwałtownie, jednocześnie kopiąc przeciwnika w nogę tak boleśnie, że ów się poddał, nie mogąc znieść bólu.",przekręcić się,0,death,sometimes_euph,,KWJP,przekrecił się,"Trener Arrichiona krzyknął podobno: „Ależ piękny będziesz miał pogrzeb, jeśli nie poddasz się na olimpiadzie!”.","Sędziowie ogłosili zwycięzcą Arrichiona, choć ten już nie żył, ponieważ skręcił sobie kark.",to twist,-,-
1762,Na wynos prócz kawy zapakowane zostały ważące 40 kilo kości po przyjaciółce. Na anoreksję się nie przekręcę. Za bardzo lubię kotlet schabowy.,Na anoreksję się nie przekręcę.,przekręcić się,1,death,sometimes_euph,,KWJP,się [...] przekręcę,Na wynos prócz kawy zapakowane zostały ważące 40 kilo kości po przyjaciółce.,Za bardzo lubię kotlet schabowy.,to twist,umrzeć,to die
1826,"Zwłaszcza że po tej drugiej trudno było mnie wybudzić, doszła zatorowość krążeniowo-płucna. Niemęsko byłoby przekręcić się z powodu banalnej zatorowości. Więc na dzisiaj operacji mam dość, chcę odpocząć. „Chcę odpocząć” i „nie leczcie mnie już” to nie to samo?",Niemęsko byłoby przekręcić się z powodu banalnej zatorowości.,przekręcić się,1,death,sometimes_euph,,KWJP,przekreęcić się,"Zwłaszcza że po tej drugiej trudno było mnie wybudzić, doszła zatorowość krążeniowo-płucna.","Więc na dzisiaj operacji mam dość, chcę odpocząć. „Chcę odpocząć” i „nie leczcie mnie już” to nie to samo?",to twist,umrzeć,to die
